Generated Airfoil - VAE Model
0.998878 0.001592
0.982331 0.006495
0.955576 0.011905
0.939756 0.016673
0.916667 0.019614
0.897622 0.023556
0.882164 0.027671
0.859675 0.031786
0.835344 0.036974
0.816711 0.040200
0.799829 0.042585
0.774430 0.046783
0.757651 0.050243
0.736792 0.052398
0.718637 0.059159
0.698279 0.060089
0.677143 0.063232
0.656393 0.065870
0.637348 0.069927
0.617568 0.073512
0.594576 0.075525
0.574237 0.078395
0.554567 0.080057
0.533660 0.081203
0.514655 0.084952
0.491630 0.086492
0.472292 0.089102
0.451762 0.088042
0.430573 0.091319
0.411744 0.091715
0.388898 0.093054
0.367364 0.092734
0.348648 0.092342
0.329339 0.094923
0.306375 0.092043
0.285790 0.091253
0.265864 0.091541
0.243886 0.091385
0.222910 0.086075
0.205369 0.085661
0.182819 0.080796
0.162795 0.077518
0.142382 0.075964
0.122398 0.070989
0.103943 0.065414
0.082837 0.058566
0.064145 0.052482
0.045104 0.043659
0.027411 0.033913
0.013259 0.019968
0.003445 0.003347
0.014438 -0.008262
0.033894 -0.017309
0.053459 -0.021220
0.074842 -0.023627
0.094642 -0.024853
0.113761 -0.025976
0.133697 -0.027726
0.156105 -0.027759
0.174113 -0.029101
0.198130 -0.028133
0.216895 -0.029151
0.237823 -0.029547
0.259055 -0.028431
0.278135 -0.029605
0.299161 -0.028129
0.321709 -0.028018
0.340016 -0.026463
0.361415 -0.027881
0.382310 -0.025272
0.400566 -0.024594
0.422878 -0.026717
0.444964 -0.024113
0.465470 -0.022876
0.484786 -0.020860
0.507233 -0.022192
0.525177 -0.020921
0.550288 -0.020133
0.569911 -0.020489
0.589409 -0.017092
0.610258 -0.017868
0.629676 -0.017469
0.653344 -0.014407
0.669183 -0.013337
0.690534 -0.010803
0.712724 -0.012223
0.733627 -0.009879
0.753228 -0.009904
0.775329 -0.008700
0.790610 -0.006070
0.814104 -0.006122
0.835061 -0.005355
0.857584 -0.004832
0.875881 -0.003001
0.899582 -0.002894
0.915711 -0.003407
0.939219 -0.001125
0.957330 -0.002124
0.977508 -0.001881
0.998018 -0.001489
