Generated Airfoil - VAE Model
0.997811 0.001753
0.980139 0.005350
0.959483 0.009728
0.938399 0.015039
0.918588 0.015969
0.897039 0.020041
0.876154 0.026567
0.858059 0.029027
0.837027 0.034162
0.817376 0.037249
0.797015 0.042239
0.778704 0.045332
0.755357 0.047738
0.736031 0.052440
0.717019 0.055804
0.696043 0.059871
0.674902 0.063045
0.655696 0.067029
0.634908 0.067963
0.614703 0.071554
0.593414 0.074561
0.573766 0.076345
0.553463 0.080133
0.533363 0.081551
0.513463 0.082733
0.491442 0.085554
0.470203 0.086753
0.449792 0.089191
0.430055 0.089712
0.409611 0.090861
0.388566 0.091756
0.368226 0.091555
0.348395 0.092393
0.326735 0.091321
0.305898 0.091065
0.285293 0.090877
0.264834 0.088316
0.243220 0.088064
0.223378 0.086477
0.204001 0.082014
0.182910 0.079901
0.163523 0.078358
0.142142 0.073060
0.122279 0.070025
0.102451 0.062832
0.081984 0.057880
0.062828 0.052273
0.044674 0.042298
0.027012 0.031880
0.011033 0.020688
0.003209 0.002824
0.015670 -0.011155
0.034481 -0.017533
0.053628 -0.022158
0.073394 -0.023827
0.092700 -0.026019
0.113886 -0.027198
0.134882 -0.028063
0.154980 -0.028375
0.175221 -0.028873
0.196704 -0.028602
0.216816 -0.029650
0.238776 -0.029846
0.258049 -0.030741
0.278700 -0.029841
0.299508 -0.028130
0.319059 -0.028849
0.340905 -0.027107
0.361032 -0.027481
0.381577 -0.026468
0.401044 -0.026727
0.422502 -0.025354
0.443295 -0.025057
0.464392 -0.022700
0.485307 -0.023940
0.504800 -0.022015
0.526062 -0.020435
0.545923 -0.019660
0.567079 -0.020115
0.587372 -0.018951
0.608974 -0.017276
0.629713 -0.016253
0.649319 -0.016719
0.669716 -0.014705
0.690875 -0.012774
0.711537 -0.012584
0.730181 -0.010704
0.751528 -0.009198
0.771722 -0.008146
0.793380 -0.007157
0.812879 -0.008140
0.833210 -0.005903
0.854526 -0.005205
0.875284 -0.003201
0.897116 -0.002266
0.918518 -0.001394
0.939051 -0.001585
0.959154 -0.001780
0.978117 -0.002666
0.997612 -0.002535
