Generated Airfoil - VAE Model
0.998700 0.001551
0.981407 0.004650
0.960176 0.008220
0.938975 0.015237
0.920861 0.015792
0.898614 0.021280
0.879252 0.025826
0.858662 0.029199
0.838011 0.033852
0.817964 0.037021
0.798942 0.041034
0.777402 0.044446
0.755827 0.047032
0.736031 0.052044
0.716379 0.054218
0.696198 0.060132
0.676358 0.062618
0.656649 0.065506
0.634281 0.066916
0.615167 0.071357
0.594683 0.074430
0.574807 0.075902
0.552279 0.079068
0.533117 0.081817
0.512705 0.082049
0.492219 0.083659
0.469899 0.084579
0.450743 0.089424
0.429816 0.089204
0.409721 0.090369
0.390069 0.090241
0.368394 0.089671
0.348574 0.091540
0.325270 0.089471
0.306328 0.090965
0.284798 0.089558
0.264380 0.088251
0.243444 0.087507
0.223595 0.085532
0.203699 0.082396
0.183012 0.080423
0.162908 0.077225
0.142812 0.073577
0.122087 0.069662
0.102640 0.062741
0.081979 0.058429
0.063425 0.051096
0.043799 0.041955
0.027109 0.031198
0.010423 0.019907
0.002915 0.002102
0.014800 -0.010567
0.033655 -0.017897
0.054193 -0.022575
0.073277 -0.022950
0.092769 -0.026007
0.114056 -0.025854
0.134514 -0.029614
0.155258 -0.028313
0.175466 -0.028155
0.197107 -0.028781
0.215870 -0.029625
0.238326 -0.030999
0.258810 -0.030202
0.278853 -0.030850
0.300881 -0.028037
0.318505 -0.029999
0.342642 -0.026458
0.361633 -0.027364
0.382755 -0.026515
0.402965 -0.025701
0.422382 -0.024184
0.444457 -0.025657
0.464194 -0.022414
0.484483 -0.024749
0.504935 -0.022416
0.524752 -0.019816
0.546447 -0.020231
0.567312 -0.021522
0.586584 -0.019366
0.609191 -0.018886
0.629892 -0.016612
0.650430 -0.016533
0.670390 -0.014940
0.690029 -0.012932
0.712868 -0.012832
0.731215 -0.010789
0.751122 -0.009692
0.772391 -0.008032
0.793301 -0.008799
0.813864 -0.007938
0.834214 -0.006076
0.854836 -0.005256
0.874659 -0.004007
0.897159 -0.003048
0.916521 -0.003153
0.939944 -0.001887
0.958480 -0.001981
0.978405 -0.003018
0.999210 -0.001932
